route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,scheduled_trip_id,train_id
RED,73_R,6576369_20081,"GLENMONT",0,,RRED_2,6576369,123
RED,73_R,6576348_20081,"GLENMONT",0,,RRED_2,6576348,124
RED,73_R,6576343_20081,"GLENMONT",0,,RRED_2,6576343,125
RED,73_R,6576378_20081,"GLENMONT",0,,RRED_2,6576378,126
RED,73_R,6576390_20081,"GLENMONT",0,,RRED_2,6576390,127
RED,73_R,6576396_20081,"GLENMONT",0,,RRED_2,6576396,101
RED,73_R,6576362_20081,"GLENMONT",0,,RRED_2,6576362,102
RED,73_R,6576388_20081,"GLENMONT",0,,RRED_2,6576388,103
RED,73_R,6576377_20081,"GLENMONT",0,,RRED_2,6576377,104
RED,73_R,6576352_20081,"GLENMONT",0,,RRED_2,6576352,105
RED,73_R,6576357_20081,"GLENMONT",0,,RRED_2,6576357,106
RED,73_R,6576391_20081,"GLENMONT",0,,RRED_2,6576391,107
RED,73_R,6576397_20081,"GLENMONT",0,,RRED_2,6576397,108
RED,73_R,6576379_20081,"GLENMONT",0,,RRED_2,6576379,109
RED,73_R,6576341_20081,"GLENMONT",0,,RRED_2,6576341,110
RED,73_R,6576387_20081,"GLENMONT",0,,RRED_2,6576387,111
RED,73_R,6576342_20081,"GLENMONT",0,,RRED_2,6576342,113
RED,73_R,6576395_20081,"GLENMONT",0,,RRED_2,6576395,114
RED,73_R,6576358_20081,"GLENMONT",0,,RRED_2,6576358,115
RED,73_R,6576354_20081,"GLENMONT",0,,RRED_2,6576354,116
RED,73_R,6576370_20081,"GLENMONT",0,,RRED_2,6576370,117
RED,73_R,6576376_20081,"GLENMONT",0,,RRED_2,6576376,118
RED,73_R,6576366_20081,"GLENMONT",0,,RRED_2,6576366,119
RED,73_R,6576345_20081,"GLENMONT",0,,RRED_2,6576345,120
RED,73_R,6576408_20081,"GLENMONT",0,,RRED_2,6576408,121
RED,73_R,6576097_20081,"GLENMONT",0,,RRED_2,6576097,122
RED,73_R,6576107_20081,"GLENMONT",0,,RRED_2,6576107,123
RED,73_R,6576353_20081,"GLENMONT",0,,RRED_2,6576353,124
RED,73_R,6576406_20081,"GLENMONT",0,,RRED_2,6576406,125
RED,73_R,6576132_20081,"GLENMONT",0,,RRED_2,6576132,126
RED,73_R,6576168_20081,"GLENMONT",0,,RRED_2,6576168,127
RED,73_R,6576407_20081,"GLENMONT",0,,RRED_2,6576407,101
RED,73_R,6576403_20081,"GLENMONT",0,,RRED_2,6576403,102
RED,73_R,6576096_20081,"GLENMONT",0,,RRED_2,6576096,103
RED,73_R,6576172_20081,"GLENMONT",0,,RRED_2,6576172,104
RED,73_R,6576402_20081,"GLENMONT",0,,RRED_2,6576402,105
RED,73_R,6576092_20081,"GLENMONT",0,,RRED_2,6576092,106
RED,73_R,6576110_20081,"GLENMONT",0,,RRED_2,6576110,107
RED,73_R,6576300_20081,"GLENMONT",0,,RRED_2,6576300,108
RED,73_R,6576313_20081,"GLENMONT",0,,RRED_2,6576313,109
RED,73_R,6576106_20081,"GLENMONT",0,,RRED_2,6576106,110
RED,73_R,6576111_20081,"GLENMONT",0,,RRED_2,6576111,111
RED,73_R,6576104_20081,"GLENMONT",0,,RRED_2,6576104,113
RED,73_R,6576334_20081,"GLENMONT",0,,RRED_2,6576334,114
RED,73_R,6576121_20081,"GLENMONT",0,,RRED_2,6576121,116
RED,73_R,6576117_20081,"GLENMONT",0,,RRED_2,6576117,117
RED,73_R,6576374_20081,"GLENMONT",0,,RRED_2,6576374,119
RED,73_R,6576438_20081,"GLENMONT",0,,RRED_2,6576438,121
RED,73_R,6576439_20081,"GLENMONT",0,,RRED_2,6576439,122
RED,73_R,6576440_20081,"GLENMONT",0,,RRED_2,6576440,124
RED,73_R,6576441_20081,"GLENMONT",0,,RRED_2,6576441,125
RED,73_R,6576442_20081,"GLENMONT",0,,RRED_2,6576442,127
RED,73_R,6576443_20081,"GLENMONT",0,,RRED_2,6576443,101
RED,73_R,6576115_20081,"GLENMONT",0,,RRED_2,6576115,103
RED,73_R,6576349_20081,"GLENMONT",0,,RRED_2,6576349,104
RED,73_R,6576141_20081,"GLENMONT",0,,RRED_2,6576141,106
RED,73_R,6576083_20081,"GLENMONT",0,,RRED_2,6576083,108
RED,73_R,6576072_20081,"GLENMONT",0,,RRED_2,6576072,109
RED,73_R,6576076_20081,"GLENMONT",0,,RRED_2,6576076,111
RED,73_R,6576078_20081,"GLENMONT",0,,RRED_2,6576078,113
RED,73_R,6576091_20081,"GLENMONT",0,,RRED_2,6576091,114
RED,56_R,6576466_20078,"GLENMONT",0,,RRED_3,6576466,124
RED,56_R,6576464_20078,"GLENMONT",0,,RRED_3,6576464,125
RED,56_R,6576471_20078,"GLENMONT",0,,RRED_3,6576471,126
RED,56_R,6576478_20078,"GLENMONT",0,,RRED_3,6576478,127
RED,56_R,6576467_20078,"GLENMONT",0,,RRED_3,6576467,101
RED,56_R,6576469_20078,"GLENMONT",0,,RRED_3,6576469,102
RED,56_R,6576482_20078,"GLENMONT",0,,RRED_3,6576482,103
RED,56_R,6576479_20078,"GLENMONT",0,,RRED_3,6576479,104
RED,56_R,6576465_20078,"GLENMONT",0,,RRED_3,6576465,105
RED,56_R,6576474_20078,"GLENMONT",0,,RRED_3,6576474,106
RED,56_R,6576477_20078,"GLENMONT",0,,RRED_3,6576477,107
RED,56_R,6576480_20078,"GLENMONT",0,,RRED_3,6576480,108
RED,56_R,6576470_20078,"GLENMONT",0,,RRED_3,6576470,109
RED,56_R,6576473_20078,"GLENMONT",0,,RRED_3,6576473,110
RED,56_R,6576486_20078,"GLENMONT",0,,RRED_3,6576486,111
RED,56_R,6576490_20078,"GLENMONT",0,,RRED_3,6576490,113
RED,56_R,6576491_20078,"GLENMONT",0,,RRED_3,6576491,114
RED,56_R,6576495_20078,"GLENMONT",0,,RRED_3,6576495,115
RED,56_R,6576507_20078,"GLENMONT",0,,RRED_3,6576507,116
RED,56_R,6576496_20078,"GLENMONT",0,,RRED_3,6576496,117
RED,56_R,6576505_20078,"GLENMONT",0,,RRED_3,6576505,118
RED,56_R,6576503_20078,"GLENMONT",0,,RRED_3,6576503,119
RED,56_R,6576498_20078,"GLENMONT",0,,RRED_3,6576498,120
RED,56_R,6576497_20078,"GLENMONT",0,,RRED_3,6576497,121
RED,56_R,6576506_20078,"GLENMONT",0,,RRED_3,6576506,122
RED,56_R,6576512_20078,"GLENMONT",0,,RRED_3,6576512,123
RED,56_R,6576511_20078,"GLENMONT",0,,RRED_3,6576511,124
RED,56_R,6576514_20078,"GLENMONT",0,,RRED_3,6576514,125
RED,56_R,6576519_20078,"GLENMONT",0,,RRED_3,6576519,126
RED,56_R,6576521_20078,"GLENMONT",0,,RRED_3,6576521,127
RED,56_R,6576515_20078,"GLENMONT",0,,RRED_3,6576515,101
RED,56_R,6576518_20078,"GLENMONT",0,,RRED_3,6576518,102
RED,56_R,6576520_20078,"GLENMONT",0,,RRED_3,6576520,103
RED,56_R,6576517_20078,"GLENMONT",0,,RRED_3,6576517,104
RED,56_R,6576527_20078,"GLENMONT",0,,RRED_3,6576527,105
RED,56_R,6576536_20078,"GLENMONT",0,,RRED_3,6576536,106
RED,56_R,6576528_20078,"GLENMONT",0,,RRED_3,6576528,107
RED,56_R,6576529_20078,"GLENMONT",0,,RRED_3,6576529,108
RED,56_R,6576535_20078,"GLENMONT",0,,RRED_3,6576535,109
RED,56_R,6576538_20078,"GLENMONT",0,,RRED_3,6576538,110
RED,56_R,6576542_20078,"GLENMONT",0,,RRED_3,6576542,111
RED,56_R,6576540_20078,"GLENMONT",0,,RRED_3,6576540,113
RED,56_R,6576547_20078,"GLENMONT",0,,RRED_3,6576547,114
RED,56_R,6576548_20078,"GLENMONT",0,,RRED_3,6576548,115
RED,56_R,6576550_20078,"GLENMONT",0,,RRED_3,6576550,116
